,Unnamed: 0,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
10,89869,FRA,Europe,France,2020-01-13,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
11,89870,FRA,Europe,France,2020-01-14,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
12,89871,FRA,Europe,France,2020-01-15,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
13,89872,FRA,Europe,France,2020-01-16,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
14,89873,FRA,Europe,France,2020-01-17,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
15,89874,FRA,Europe,France,2020-01-18,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
16,89875,FRA,Europe,France,2020-01-19,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-2565.6,-6.24,-6.71,-39.78905
17,89876,FRA,Europe,France,2020-01-20,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
18,89877,FRA,Europe,France,2020-01-21,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
19,89878,FRA,Europe,France,2020-01-22,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
20,89879,FRA,Europe,France,2020-01-23,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
21,89880,FRA,Europe,France,2020-01-24,3.0,3.0,0.429,,0.0,0.0,0.046,0.046,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
22,89881,FRA,Europe,France,2020-01-25,3.0,0.0,0.429,,0.0,0.0,0.046,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
23,89882,FRA,Europe,France,2020-01-26,3.0,0.0,0.429,,0.0,0.0,0.046,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-3599.6,-6.61,-7.74,-55.82502
24,89883,FRA,Europe,France,2020-01-27,3.0,0.0,0.429,,0.0,0.0,0.046,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
25,89884,FRA,Europe,France,2020-01-28,3.0,0.0,0.429,,0.0,0.0,0.046,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
26,89885,FRA,Europe,France,2020-01-29,4.0,1.0,0.571,,0.0,0.0,0.062,0.015,0.009,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
27,89886,FRA,Europe,France,2020-01-30,5.0,1.0,0.714,,0.0,0.0,0.077,0.015,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
28,89887,FRA,Europe,France,2020-01-31,6.0,1.0,0.429,,0.0,0.0,0.093,0.015,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
29,89888,FRA,Europe,France,2020-02-01,6.0,0.0,0.429,,0.0,0.0,0.093,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
30,89889,FRA,Europe,France,2020-02-02,6.0,0.0,0.429,,0.0,0.0,0.093,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-4424.0,-6.52,-6.17,-68.61037
31,89890,FRA,Europe,France,2020-02-03,6.0,0.0,0.429,,0.0,0.0,0.093,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
32,89891,FRA,Europe,France,2020-02-04,6.0,0.0,0.429,,0.0,0.0,0.093,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
33,89892,FRA,Europe,France,2020-02-05,6.0,0.0,0.286,,0.0,0.0,0.093,0.0,0.004,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
34,89893,FRA,Europe,France,2020-02-06,6.0,0.0,0.143,,0.0,0.0,0.093,0.0,0.002,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
35,89894,FRA,Europe,France,2020-02-07,6.0,0.0,0.0,,0.0,0.0,0.093,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
36,89895,FRA,Europe,France,2020-02-08,11.0,5.0,0.714,,0.0,0.0,0.17,0.077,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
37,89896,FRA,Europe,France,2020-02-09,11.0,0.0,0.714,,0.0,0.0,0.17,0.0,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-5500.8,-6.76,-7.99,-85.310104
38,89897,FRA,Europe,France,2020-02-10,11.0,0.0,0.714,,0.0,0.0,0.17,0.0,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
39,89898,FRA,Europe,France,2020-02-11,11.0,0.0,0.714,,0.0,0.0,0.17,0.0,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
40,89899,FRA,Europe,France,2020-02-12,11.0,0.0,0.714,,0.0,0.0,0.17,0.0,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
41,89900,FRA,Europe,France,2020-02-13,11.0,0.0,0.714,,0.0,0.0,0.17,0.0,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
42,89901,FRA,Europe,France,2020-02-14,11.0,0.0,0.714,,0.0,0.0,0.17,0.0,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
43,89902,FRA,Europe,France,2020-02-15,11.0,0.0,0.0,1.0,1.0,0.143,0.17,0.0,0.0,0.015,0.015,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
44,89903,FRA,Europe,France,2020-02-16,11.0,0.0,0.0,1.0,0.0,0.143,0.17,0.0,0.0,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-6558.0,-6.93,-7.94,-101.70587
45,89904,FRA,Europe,France,2020-02-17,12.0,1.0,0.143,1.0,0.0,0.143,0.186,0.015,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
46,89905,FRA,Europe,France,2020-02-18,12.0,0.0,0.143,1.0,0.0,0.143,0.186,0.0,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
47,89906,FRA,Europe,France,2020-02-19,12.0,0.0,0.143,1.0,0.0,0.143,0.186,0.0,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
48,89907,FRA,Europe,France,2020-02-20,12.0,0.0,0.143,1.0,0.0,0.143,0.186,0.0,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
49,89908,FRA,Europe,France,2020-02-21,12.0,0.0,0.143,1.0,0.0,0.143,0.186,0.0,0.002,0.015,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
50,89909,FRA,Europe,France,2020-02-22,12.0,0.0,0.143,1.0,0.0,0.0,0.186,0.0,0.002,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
51,89910,FRA,Europe,France,2020-02-23,12.0,0.0,0.143,1.0,0.0,0.0,0.186,0.0,0.002,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-7910.2,-7.34,-10.25,-122.676704
52,89911,FRA,Europe,France,2020-02-24,12.0,0.0,0.0,1.0,0.0,0.0,0.186,0.0,0.0,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
53,89912,FRA,Europe,France,2020-02-25,12.0,0.0,0.0,1.0,0.0,0.0,0.186,0.0,0.0,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
54,89913,FRA,Europe,France,2020-02-26,14.0,2.0,0.286,1.0,0.0,0.0,0.217,0.031,0.004,0.015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
55,89914,FRA,Europe,France,2020-02-27,17.0,3.0,0.714,2.0,1.0,0.143,0.263,0.046,0.011,0.031,0.015,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
56,89915,FRA,Europe,France,2020-02-28,38.0,21.0,3.714,2.0,0.0,0.143,0.588,0.325,0.057,0.031,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
57,89916,FRA,Europe,France,2020-02-29,57.0,19.0,6.429,2.0,0.0,0.143,0.882,0.294,0.099,0.031,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
58,89917,FRA,Europe,France,2020-03-01,100.0,43.0,12.571,2.0,0.0,0.143,1.547,0.665,0.195,0.031,0.0,0.002,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-9084.601,-7.51,-8.89,-140.89009
59,89918,FRA,Europe,France,2020-03-02,130.0,30.0,16.857,2.0,0.0,0.143,2.012,0.464,0.261,0.031,0.0,0.002,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
60,89919,FRA,Europe,France,2020-03-03,178.0,48.0,23.714,3.0,1.0,0.286,2.754,0.743,0.367,0.046,0.015,0.004,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
61,89920,FRA,Europe,France,2020-03-04,209.0,31.0,27.857,4.0,1.0,0.429,3.234,0.48,0.431,0.062,0.015,0.007,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
62,89921,FRA,Europe,France,2020-03-05,282.0,73.0,37.857,4.0,0.0,0.286,4.364,1.13,0.586,0.062,0.0,0.004,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
63,89922,FRA,Europe,France,2020-03-06,415.0,133.0,53.857,7.0,3.0,0.714,6.422,2.058,0.833,0.108,0.046,0.011,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
64,89923,FRA,Europe,France,2020-03-07,605.0,190.0,78.286,9.0,2.0,1.0,9.361,2.94,1.211,0.139,0.031,0.015,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
65,89924,FRA,Europe,France,2020-03-08,706.0,101.0,86.571,10.0,1.0,1.143,10.924,1.563,1.34,0.155,0.015,0.018,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-9863.4,-7.36,-6.03,-152.96825
66,89925,FRA,Europe,France,2020-03-09,1116.0,410.0,140.857,19.0,9.0,2.429,17.268,6.344,2.18,0.294,0.139,0.038,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
67,89926,FRA,Europe,France,2020-03-10,1402.0,286.0,174.857,30.0,11.0,3.857,21.694,4.425,2.706,0.464,0.17,0.06,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
68,89927,FRA,Europe,France,2020-03-11,1774.0,372.0,223.571,33.0,3.0,4.143,27.45,5.756,3.459,0.511,0.046,0.064,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
69,89928,FRA,Europe,France,2020-03-12,2270.0,496.0,284.0,48.0,15.0,6.286,35.125,7.675,4.394,0.743,0.232,0.097,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
70,89929,FRA,Europe,France,2020-03-13,2856.0,586.0,348.714,61.0,13.0,7.714,44.192,9.067,5.396,0.944,0.201,0.119,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
71,89930,FRA,Europe,France,2020-03-14,3634.0,778.0,432.714,79.0,18.0,10.0,56.231,12.038,6.696,1.222,0.279,0.155,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.54,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
72,89931,FRA,Europe,France,2020-03-15,4464.0,830.0,536.857,91.0,12.0,11.571,69.074,12.843,8.307,1.408,0.186,0.179,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.54,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,-9640.4,-6.59,1.81,-149.50981
73,89932,FRA,Europe,France,2020-03-16,5380.0,916.0,609.143,127.0,36.0,15.429,83.247,14.174,9.426,1.965,0.557,0.239,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
74,89933,FRA,Europe,France,2020-03-17,6582.0,1202.0,740.0,148.0,21.0,16.857,101.847,18.599,11.45,2.29,0.325,0.261,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
75,89934,FRA,Europe,France,2020-03-18,7657.0,1075.0,840.429,175.0,27.0,20.286,118.481,16.634,13.004,2.708,0.418,0.314,2.36,771.0,11.37,2972.0,43.826,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
76,89935,FRA,Europe,France,2020-03-19,9044.0,1387.0,967.714,244.0,69.0,28.0,139.942,21.462,14.974,3.776,1.068,0.433,2.27,1002.0,14.776,4073.0,60.062,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
